"","SCode","total_35_64","geometry"
"8713","6097190",384,c(-116.612680000355, 32.6103500000944)
"8714","6097208",258,c(-117.092510000067, 32.9902199997532)
"8715","6097216",290,c(-117.050770000368, 33.0238600001908)
"8716","6097315",1684,c(-121.029310000468, 39.2511299996973)
"8717","6097349",328,c(-120.819369999733, 35.3250099997686)
"8718","6097364",323,c(-117.760830000281, 33.8299700000409)
"8719","6097372",268,c(-117.689490000131, 33.6395099999314)
"8720","6097398",300,c(-117.645310000462, 33.5035799997925)
"8721","6097406",282,c(-117.635089999478, 33.4426899997925)
"8722","6097430",469,c(-121.808469999654, 37.2302300001843)
"8723","6097646",352,c(-117.586630000187, 34.0946399999843)
"8724","6097653",664,c(-122.050979999898, 37.7057300000977)
"8725","6097661",208,c(-121.774089999644, 37.6627199999617)
"8726","6097679",329,c(-122.048259999527, 37.5911800001807)
"8727","6097703",972,c(-122.452529999922, 40.4745599995658)
"8728","6097729",600,c(-122.270600000411, 37.8768799996207)
"8729","6097752",130,c(-120.940989999881, 37.657580000432)
"8730","6097760",241,c(-121.261680000117, 38.1282399996273)
"8731","6097810",462,c(-121.255569999779, 38.7052299998737)
"8732","6097844",211,c(-117.125549999734, 32.9069500001846)
"8733","6097919",613,c(-122.450299999819, 37.7739899999473)
"8734","6097927",359,c(-118.377600000104, 33.9680699997451)
"8735","6097950",618,c(-122.00386000047, 38.3776699995599)
"8736","6098057",235,c(-121.204990000547, 38.1425999996508)
"8737","6098156",176,c(-117.499129999894, 33.9442099997044)
"8738","6098180",134,c(-120.931769999736, 37.6626500001138)
"8739","6098214",517,c(-121.566712054073, 37.0160158439558)
"8740","6098248",881,c(-122.661879999557, 38.4343800002706)
"8741","6098255",448,c(-118.764000000401, 34.1838899997871)
"8742","6098263",466,c(-121.605519999984, 37.1376800001118)
"8743","6098271",556,c(-121.647639999472, 37.1068600002331)
"8744","6098297",124,c(-121.024780000409, 37.6860400003968)
"8745","6098347",353,c(-117.718859999751, 34.0158999999419)
"8746","6098354",288,c(-117.670660000276, 34.0217300004169)
"8747","6098362",353,c(-117.696069999603, 34.0179300002624)
"8748","6098446",226,c(-116.967559999939, 32.7361500002742)
"8749","6098453",194,c(-117.03865000029, 32.5603700001256)
"8750","6098487",125,c(-117.065819999841, 32.5660799997099)
"8751","6098495",298,c(-117.655400000011, 33.569800000271)
"8752","6098503",549,c(-117.621540000438, 34.1522400002765)
"8753","6098511",265,c(-117.795720000066, 33.6844100000895)
"8754","6098529",251,c(-117.758930000254, 33.7185099999759)
"8755","6098537",32,c(-117.010759999506, 34.8832000004297)
"8756","6098552",290,c(-117.843110000299, 33.7635800001882)
"8757","6098560",412,c(-117.330549999895, 34.1717400002621)
"8758","6098578",299,c(-121.875250000004, 37.9952700004486)
"8759","6098610",349,c(-121.315949999711, 38.8874200004188)
"8760","6098651",174,c(-121.342479999605, 37.9674099996158)
"8761","6098677",174,c(-121.320599999775, 37.9819699995632)
"8762","6098693",730,c(-121.009040000519, 38.6970600000331)
"8763","6098743",362,c(-121.368499999614, 38.3996200001696)
"8764","6098750",408,c(-121.439999999904, 38.4673299998073)
"8765","6098768",383,c(-118.360379999575, 33.9611800002449)
"8766","6099014",462,c(-121.407689999713, 39.2360999995598)
"8767","6099022",483,c(-118.227569999499, 34.1641200003155)
"8768","6099030",448,c(-118.757839999746, 34.1586199999078)
"8769","6099055",191,c(-117.220879999747, 32.8629799999916)
"8770","6099063",235,c(-117.10079000045, 32.8202800001609)
"8771","6099071",274,c(-117.084129999475, 32.9079899999353)
"8772","6099089",235,c(-117.108560000241, 32.834139999834)
"8773","6099154",531,c(-122.412630000482, 37.7567000000796)
"8774","6099188",146,c(-117.367420000165, 33.8807799998711)
"8775","6099204",352,c(-117.579400000326, 34.117010000448)
"8776","6099246",834,c(-122.694790000275, 38.3649800003169)
"8777","6099352",218,c(-117.31215000028, 33.1472899997632)
"8778","6099402",168,c(-117.253550000477, 33.0561099998263)
"8779","6099428",16,c(-119.064219999986, 35.3344300002089)
"8780","6099436",17,c(-119.04970999956, 35.3201300003776)
"8781","6099444",241,c(-117.134599999571, 32.9607499995981)
"8782","6099451",308,c(-121.827209999844, 37.2620500000332)
"8783","6099485",21,c(-115.495319999798, 32.6904999997397)
"8784","6099667",385,c(-122.237529999713, 38.0803200003789)
"8785","6099717",350,c(-122.272819999759, 38.007380000223)
"8786","6099808",450,c(-121.313460000245, 38.571450000116)
"8787","6099816",270,c(-117.899209999627, 33.698990000363)
"8788","6100069",402,c(-118.50295000029, 34.2483299997951)
"8789","6100267",50,c(-119.075740000075, 36.087079999648)
"8790","6100275",84,c(-119.214649999704, 36.3034199996259)
"8791","6100309",446,c(-117.825120000113, 33.996470000297)
"8792","6100317",265,c(-117.792300000408, 33.6787999995667)
"8793","6100325",469,c(-121.767989999678, 37.2254700002805)
"8794","6100333",316,c(-119.154080000056, 34.178549999922)
"8795","6100341",174,c(-121.329149999916, 38.034390000335)
"8796","6100366",193,c(-121.301740000079, 38.0273300001846)
"8797","6100374",406,c(-122.238200000106, 37.7449300001038)
"8798","6100390",137,c(-120.856749999749, 37.7669000001152)
"8799","6100408",104,c(-119.770739999494, 36.8455400002664)
"8800","6100432",441,c(-121.493519999692, 38.6169799998276)
"8801","6100754",366,c(-122.011899999707, 38.2486799998983)
"8802","6100820",78,c(-119.886600000371, 36.9301599995509)
"8803","6100838",265,c(-117.776110000325, 33.6486500003074)
"8804","6100861",251,c(-117.769859999468, 33.7049200004049)
"8805","6100879",251,c(-117.769250000081, 33.7179900000269)
"8806","6100903",442,c(-121.240899999704, 38.7953200001798)
"8807","6100929",25,c(-114.618620000468, 34.8401199996172)
"8808","6100937",174,c(-117.274090000084, 34.3868400000918)
"8809","6100952",598,c(-121.971679999996, 37.7611499996586)
"8810","6101018",1008,c(-121.06672000036, 39.0508000003167)
"8811","6101034",288,c(-117.310769999982, 34.0783999998336)
"8812","6101059",296,c(-117.656189999691, 33.6478699995519)
"8813","6101091",122,c(-119.715170000368, 36.7306100000565)
"8814","6101109",103,c(-119.855569999649, 36.8395799999445)
"8815","6101125",298,c(-117.651480000535, 33.5990599997326)
"8816","6101133",422,c(-117.770930000318, 34.0357799996809)
"8817","6101190",104,c(-119.77375000028, 36.8493800000725)
"8818","6101497",395,c(-118.082650000382, 34.0575480002606)
"8819","6101513",280,c(-117.624860000035, 34.0217800003609)
"8820","6101521",968,c(-119.641689999477, 37.331559999949)
"8821","6101570",339,c(-120.693110000158, 35.6397500002803)
"8822","6101588",16,c(-119.083619999878, 35.357729999767)
"8823","6101604",264,c(-122.070820000518, 37.5723900002294)
"8824","6101612",1118,c(-122.384190000229, 40.5968900004415)
"8825","6101752",228,c(-121.942239999591, 37.3443200004367)
"8826","6101760",296,c(-122.007080000091, 37.34918999962)
"8827","6101778",514,c(-121.167050000105, 38.7379099999693)
"8828","6101786",549,c(-117.581520000437, 34.1307999998388)
"8829","6101794",294,c(-116.915979999823, 32.7650699997346)
"8830","6101802",293,c(-121.607279999614, 36.6946200003153)
"8831","6101844",368,c(-121.386960000139, 38.4173400003169)
"8832","6101901",347,c(-117.870980000208, 33.9203899999734)
"8833","6101927",57,c(-117.297320000291, 34.5343439998678)
"8834","6101943",108,c(-121.598659999525, 37.9010699999522)
"8835","6101984",106,c(-119.673980000193, 36.8313100003957)
"8836","6102016",103,c(-119.867569999861, 36.8134800000028)
"8837","6102081",290,c(-121.789560000033, 37.3280700002445)
"8838","6102230",360,c(-118.885559999954, 34.2835689998792)
"8839","6102479",613,c(-122.44323999992, 37.8032800000915)
"8840","6102560",74,c(-116.460699999552, 33.9506300003668)
"8841","6102719",251,c(-117.773440000064, 33.711230000085)
"8842","6102743",156,c(-120.864290000434, 37.5178400004368)
"8843","6102750",354,c(-117.093770000076, 33.1626899997841)
"8844","6102784",441,c(-121.452179999443, 38.6234600003889)
"8845","6102792",17,c(-119.699389999664, 35.6149400002766)
"8846","6102826",270,c(-117.875340000073, 33.7048599996332)
"8847","6102909",280,c(-117.583830000046, 34.0209300000303)
"8848","6102917",238,c(-122.040729999762, 37.5423100001872)
"8849","6102925",204,c(-121.648939999492, 36.7329699997397)
"8850","6102933",362,c(-117.456429999722, 34.1108599998761)
"8851","6102941",470,c(-122.241553999867, 37.4741510000159)
"8852","6102974",353,c(-117.721379999464, 34.0377199999625)
"8853","6103154",521,c(-121.951200000491, 38.3327600003712)
"8854","6103337",127,c(-117.347910000176, 34.4431200000386)
"8855","6103352",404,c(-117.879910000039, 34.0270300003056)
"8856","6103477",324,c(-120.358680000502, 37.6725400003539)
"8857","6103493",26,c(-119.108949999754, 35.4241599998143)
"8858","6103501",160,c(-117.216769999479, 33.9268199996121)
"8859","6103519",164,c(-117.256969999739, 33.9322900003312)
"8860","6103527",533,c(-121.086739999505, 38.7220300002775)
"8861","6103535",18,c(-115.520710000496, 33.1252499999141)
"8862","6103576",237,c(-122.054560000578, 39.0079500002319)
"8863","6103766",126,c(-120.995189999559, 37.2452299998077)
"8864","6103816",450,c(-121.250630000042, 38.6862200004265)
"8865","6103824",84,c(-119.880509999777, 36.9876999996529)
"8866","6103832",144,c(-119.783069999575, 36.7877100002906)
"8867","6103840",164,c(-119.805390000451, 36.7168099999775)
"8868","6103857",487,c(-120.990910000241, 38.5561800002997)
"8869","6104004",26,c(-119.10869999999, 35.3790300002284)
"8870","6104020",174,c(-121.344309999527, 37.9810200004406)
"8871","6104038",174,c(-121.348980000093, 38.0421400000446)
"8872","6104129",270,c(-117.955880000501, 33.7633599998756)
"8873","6104368",193,c(-121.289421999766, 38.0033730002086)
"8874","6104426",193,c(-121.287460000164, 38.0265700000985)
"8875","6104475",549,c(-117.583499999689, 34.1499799998713)
"8876","6104491",178,c(-117.528339999809, 33.9881699996466)
"8877","6104509",197,c(-121.417360000243, 36.8564700002174)
"8878","6104525",352,c(-117.607890000414, 34.1020599996621)
"8879","6104533",218,c(-121.230210000373, 37.8211399997214)
"8880","6104566",342,c(-122.075679999745, 37.6384799998832)
"8881","6104582",160,c(-117.230139999565, 33.9204799997212)
"8882","6104590",1997,c(-123.457639999678, 39.5286700004285)
"8883","6104624",97,c(-119.746679999629, 36.8457299998447)
"8884","6104632",16,c(-119.102929999592, 35.3135100003624)
"8885","6104665",174,c(-121.313910000431, 37.9449600000163)
"8886","6104673",590,c(-122.39393999952, 37.7316700001565)
"8887","6104681",36,c(-116.697330000091, 35.2583900003901)
"8888","6104723",329,c(-122.052889999891, 37.5725699997479)
"8889","6104731",398,c(-121.507570000215, 38.6214600002791)
"8890","6104749",216,c(-117.242129999652, 33.0586200002272)
"8891","6104772",67,c(-118.378379999502, 35.3457000003956)
"8892","6104814",426,c(-118.247789999479, 34.0355199996868)
"8893","6104822",426,c(-118.21015999998, 34.0300800001046)
"8894","6105308",796,c(-119.964409999947, 37.490183000337)
"8895","6105316",686,c(-122.244979999947, 37.8574400003681)
"8896","6105357",503,c(-122.066720000298, 37.9447599998808)
"8897","6105381",52,c(-119.324070000064, 36.1879800001175)
"8898","6105407",444,c(-118.004780000457, 34.0710399996253)
"8899","6105415",149,c(-118.489670000532, 35.1287700003209)
"8900","6105423",16,c(-119.088909999622, 35.3309400003464)
"8901","6105431",519,c(-120.756599999791, 38.2130699999055)
"8902","6105449",280,c(-117.569530000488, 34.0244300003147)
"8903","6105456",1695,c(-122.721479999706, 38.829809999606)
"8904","6105472",96,c(-121.320289999597, 36.428389999985)
"8905","6105480",427,c(-122.843430000177, 41.6101299998636)
"8906","6105498",246,c(-117.339230000064, 34.4114699996673)
"8907","6105506",71,c(-119.059810000279, 36.0834999998868)
"8908","6105514",194,c(-117.255970000508, 33.9504100003669)
"8909","6105522",1783,c(-121.600510000129, 39.8128700001055)
"8910","6105548",273,c(-117.392760000166, 33.6940400001855)
"8911","6105555",439,c(-116.791280000385, 33.0090999998784)
"8912","6105563",428,c(-116.872320000068, 33.0264799997536)
"8913","6105571",177,c(-117.234139999757, 33.8000400002576)
"8914","6105589",52,c(-116.387779999765, 34.1912299999086)
"8915","6105613",140,c(-118.070520000173, 34.5664300002781)
"8916","6105621",140,c(-118.08021000036, 34.5683400003921)
"8917","6105647",135,c(-120.46096999951, 37.3277900004129)
"8918","6105670",124,c(-121.021560000093, 37.6151000002666)
"8919","6105704",338,c(-117.391159999769, 34.1155700000613)
"8920","6105712",354,c(-117.727389999918, 33.9735300000188)
"8921","6105738",174,c(-121.352969999668, 37.9794199995968)
"8922","6105746",144,c(-119.764579999529, 36.7525799997946)
"8923","6105761",470,c(-121.802020000275, 39.6475100001812)
"8924","6105787",290,c(-121.786860000362, 37.3193199996324)
"8925","6105795",308,c(-121.824059999714, 37.3069400003138)
"8926","6105811",1297,c(-121.042159999776, 39.118809999749)
"8927","6105837",176,c(-117.451270000439, 33.9747200004537)
"8928","6105845",662,c(-116.594860000407, 33.0787899999148)
"8929","6105852",136,c(-120.506330000531, 37.3002199996053)
"8930","6105860",127,c(-117.364849999463, 34.4853500002241)
"8931","6105886",395,c(-118.105439999472, 34.0599099999863)
"8932","6105928",461,c(-121.198430000335, 38.6968800002337)
"8933","6105944",354,c(-117.081609999886, 33.1576600003273)
"8934","6105951",86,c(-120.057699999484, 37.0241699996336)
"8935","6105969",102,c(-117.838379999798, 34.5866000004044)
"8936","6105985",494,c(-121.355749999738, 38.7005800001103)
"8937","6105993",260,c(-117.241560000161, 33.1033000001609)
"8938","6106009",393,c(-117.759930000175, 33.8851199999557)
"8939","6106017",315,c(-117.113279999565, 33.5266099998785)
"8940","6106025",294,c(-116.933649999625, 32.7537400002879)
"8941","6106041",160,c(-117.241410000374, 33.907059999704)
"8942","6106058",194,c(-117.259740000104, 33.9668599998557)
"8943","6106066",206,c(-117.236600000464, 33.9658899998953)
"8944","6106074",150,c(-117.485429999502, 33.9053400002804)
"8945","6106082",28,c(-116.287720000088, 33.6865600001173)
"8946","6106108",461,c(-121.238199999972, 38.7290099997057)
"8947","6106116",485,c(-117.573129999903, 34.4175900001224)
"8948","6106124",410,c(-117.021020000371, 33.2407400000706)
"8949","6106132",260,c(-117.243510000144, 33.0801600003556)
"8950","6106140",194,c(-117.239939999977, 32.9549299995811)
"8951","6106157",1506,c(-121.076860000454, 39.2222300000751)
"8952","6106173",213,c(-117.049509999476, 32.6891400000089)
"8953","6106181",235,c(-117.091270000321, 32.8295899996179)
"8954","6106199",154,c(-117.03794000024, 32.680259999856)
"8955","6106207",40,c(-116.397619999929, 33.8209699997929)
"8956","6106215",402,c(-118.640599999567, 34.4708200001045)
"8957","6106223",177,c(-117.235399999915, 33.7655199997921)
"8958","6106249",102,c(-119.260219999529, 36.3431800001137)
"8959","6106256",341,c(-116.816110000315, 32.8316999999501)
"8960","6106272",107,c(-117.958520000458, 34.5790000003314)
"8961","6106298",42,c(-114.598279999722, 32.7495799997842)
"8962","6106306",27,c(-119.232979999795, 35.6704300004186)
"8963","6106322",109,c(-121.144039999547, 37.7332999999989)
"8964","6106330",34,c(-116.938869999893, 34.4576699996546)
"8965","6106355",404,c(-121.396749999754, 38.4624199996884)
"8966","6106363",521,c(-121.951869999755, 38.3491799997599)
"8967","6106371",571,c(-120.710070000175, 35.5458300004177)
"8968","6106405",437,c(-122.143560000179, 38.1922799997192)
"8969","6106421",97,c(-118.082189999758, 34.6855699998351)
"8970","6106439",347,c(-118.843799999755, 34.3001399996637)
"8971","6106447",360,c(-118.89105999978, 34.2676899998691)
"8972","6106454",174,c(-117.294579999744, 34.4054300003597)
"8973","6106462",424,c(-122.170219999586, 38.0817399996778)
"8974","6106470",338,c(-117.410289999551, 34.1185199995546)
"8975","6106488",46,c(-121.444689999921, 37.7330000003526)
"8976","6106504",252,c(-117.489030000275, 34.0413399996077)
"8977","6106512",218,c(-117.304659999815, 33.1705499999099)
"8978","6106520",241,c(-117.128850000069, 32.9455700001281)
"8979","6106538",338,c(-117.379969999716, 34.0823899995923)
"8980","6106546",253,c(-117.312620000397, 33.2564200000961)
"8981","6106553",52,c(-119.372910000096, 36.2175000001196)
"8982","6106561",73,c(-117.828259999484, 34.6409499998845)
"8983","6106579",110,c(-116.370910000362, 34.1233299995619)
"8984","6106587",82,c(-117.310999999889, 34.48069999964)
"8985","6106595",550,c(-117.532199999666, 34.1301000003695)
"8986","6106603",372,c(-117.562260000002, 34.1114200004063)
"8987","6106611",354,c(-117.729200000113, 33.9906000001058)
"8988","6106629",353,c(-117.746900000225, 34.0102800003289)
"8989","6106660",91,c(-119.676009999648, 36.8000799999625)
"8990","6106678",897,c(-120.868120000295, 38.7206800000923)
"8991","6106686",519,c(-122.23435000055, 40.156650000418)
"8992","6106694",44,c(-117.422550000189, 34.5822299999951)
"8993","6106702",252,c(-117.499880000395, 34.0447400000101)
"8994","6106710",218,c(-117.451959999882, 34.4388099995945)
"8995","6106728",284,c(-116.894110000467, 33.7410400000815)
"8996","6106736",330,c(-118.365309999468, 33.9348599999435)
"8997","6106769",613,c(-120.742840000159, 35.3343500001411)
"8998","6106777",208,c(-121.134500000022, 36.2165600002278)
"8999","6106785",92,c(-117.808339999542, 34.6158099996801)
"9000","6106793",176,c(-118.075359999972, 34.5525499998904)
"9001","6106801",284,c(-117.688379999799, 33.5536099995463)
"9002","6106819",282,c(-117.626039999766, 33.4661100001301)
"9003","6106827",110,c(-116.335820000372, 34.121419999962)
"9004","6106835",252,c(-117.448069999826, 34.0036900004292)
"9005","6106843",252,c(-117.439820000083, 34.0159900003463)
"9006","6106850",265,c(-117.80894999981, 33.6714200002743)
"9007","6106868",336,c(-117.189299999845, 33.5851499995478)
"9008","6106876",452,c(-118.552069999898, 34.4371299999558)
"9009","6106884",250,c(-116.977710000135, 33.7950399997949)
"9010","6106892",514,c(-121.174590000101, 38.7004300003776)
"9011","6106900",118,c(-118.039983326951, 34.5632415251688)
"9012","6106918",442,c(-117.811119999774, 33.9954999997747)
"9013","6106926",321,c(-117.579720000051, 33.6534199998768)
"9014","6106934",116,c(-121.081549999939, 37.7152000004002)
"9015","6106942",160,c(-117.24527000003, 33.9234000002405)
"9016","6106959",293,c(-121.615590000057, 36.6957500003132)
"9017","6106967",160,c(-117.230029999813, 33.9068799996078)
"9018","6106975",25,c(-115.517030000358, 32.6816199997849)
"9019","6106983",366,c(-121.926479999843, 37.5061999996552)
"9020","6106991",517,c(-121.592259999984, 37.0209600000927)
"9021","6107007",350,c(-120.427999999835, 34.9319599998269)
"9022","6107023",124,c(-121.045409999498, 37.6556999998851)
"9023","6107031",232,c(-117.281779999496, 33.2392199996956)
"9024","6107049",1266,c(-122.613319999997, 38.7553799995876)
"9025","6107056",211,c(-117.157390000129, 32.9132900000324)
"9026","6107064",384,c(-118.317289999876, 34.0458099998991)
"9027","6107072",22,c(-117.358332093825, 34.7345179833431)
"9028","6107080",206,c(-117.217079999615, 33.9459700002213)
"9029","6107114",174,c(-121.342610000147, 38.0358799997696)
"9030","6107122",79,c(-120.065690000379, 36.9427699996078)
"9031","6107148",354,c(-117.12070000002, 33.1390799999265)
"9032","6107155",454,c(-117.37920000033, 34.1417700003676)
"9033","6107163",361,c(-121.753540000463, 38.6656700001359)
"9034","6107171",452,c(-118.547230000002, 34.4085099997231)
"9035","6107189",278,c(-117.309199999886, 33.6643699997218)
"9036","6107197",266,c(-117.202919999477, 33.6553900000603)
"9037","6107205",515,c(-118.402529999643, 34.4353599995673)
"9038","6107221",956,c(-122.812280000072, 38.5573399995695)
"9039","6107239",381,c(-121.542459999578, 38.4898199999733)
"9040","6107254",352,c(-117.128640000195, 33.5167599999184)
"9041","6107262",90,c(-119.080739999963, 36.213229999864)
"9042","6107270",354,c(-117.740040000023, 33.9733899997804)
"9043","6107288",288,c(-117.66376000016, 34.0079700002344)
"9044","6107296",408,c(-117.950519999822, 34.0620400000239)
"9045","6107304",213,c(-117.51446000043, 33.8942899996275)
"9046","6107338",273,c(-121.372330000071, 36.8294099999988)
"9047","6107346",58,c(-117.197560000373, 34.4635299995835)
"9048","6107353",378,c(-118.620180000106, 34.4505199999344)
"9049","6107361",690,c(-121.007100000107, 38.6583899996919)
"9050","6107379",71,c(-119.005739999451, 36.0842700002859)
"9051","6107387",614,c(-120.778679999497, 38.3529299996094)
"9052","6107395",417,c(-120.935279999964, 38.3480000002728)
"9053","6107403",348,c(-118.218229999895, 33.9445500001258)
"9054","6107411",348,c(-118.193070000106, 33.9658599999802)
"9055","6107429",218,c(-121.243339999995, 37.8213799996279)
"9056","6107437",1227,c(-120.578859999734, 38.7474100001306)
"9057","6107452",173,c(-117.273999999923, 34.0394600001129)
"9058","6107460",258,c(-117.06559000032, 32.9977800002908)
"9059","6107494",236,c(-118.194750000441, 34.4913699999482)
"9060","6107502",265,c(-117.798215081633, 33.669383838163)
"9061","6107510",549,c(-117.565290000082, 34.1292500002806)
"9062","6107528",448,c(-118.776820000419, 34.1798200000999)
"9063","6107536",102,c(-119.266800000392, 36.3208899996852)
"9064","6107544",676,c(-120.668520000489, 35.4586400003708)
"9065","6107551",356,c(-119.213499999669, 34.1876399998157)
"9066","6107569",550,c(-117.551209999601, 34.1409800002126)
"9067","6107577",232,c(-117.281719999849, 33.2363200004161)
"9068","6107585",218,c(-117.256639999738, 33.1742299995927)
"9069","6107601",66,c(-116.474489999719, 33.8297000000314)
"9070","6107619",16,c(-119.099530000263, 35.3216799998243)
"9071","6107627",16,c(-119.107290000542, 35.3300199999181)
"9072","6107635",140,c(-118.124169999925, 34.5716400001576)
"9073","6107643",160,c(-117.199569999665, 33.9302900003529)
"9074","6107650",73,c(-119.40059999963, 36.5580299996279)
"9075","6107668",305,c(-117.580430000531, 33.8513699996481)
"9076","6107676",305,c(-117.624820000485, 33.8728199995745)
"9077","6107684",385,c(-122.208500000016, 38.0747500001627)
"9078","6107692",261,c(-117.853750000204, 33.7330000004153)
"9079","6107700",368,c(-121.43115999966, 38.419070000309)
"9080","6107718",408,c(-121.455749999812, 38.4723600001724)
"9081","6107734",494,c(-121.373629999525, 38.7211299998958)
"9082","6107742",342,c(-116.946832032991, 32.8913490117898)
"9083","6107759",24,c(-116.286849999957, 33.6878299997358)
"9084","6107767",302,c(-117.767990000429, 33.7894500000563)
"9085","6107775",154,c(-117.00348999998, 32.6367700001051)
"9086","6107791",704,c(-122.81841999978, 38.9717099997471)
"9087","6107833",241,c(-117.903519999497, 33.6414600000428)
"9088","6107841",267,c(-117.168900000388, 33.5667999998675)
"9089","6107858",336,c(-117.214880000063, 33.579900000419)
"9090","6107874",3088,c(-124.123409999862, 40.2421299996555)
"9091","6107882",301,c(-117.060279999883, 33.0848900004249)
"9092","6107890",160,c(-117.207780000217, 33.9347799996833)
"9093","6107908",139,c(-120.495720000445, 37.2874799998545)
"9094","6107916",404,c(-121.437319999963, 38.4533799996556)
"9095","6107924",363,c(-118.52867999959, 34.4512500002233)
"9096","6107932",134,c(-120.928990000072, 37.6458400003845)
"9097","6107957",146,c(-117.333489999535, 33.9285399999431)
"9098","6107965",464,c(-121.126500000415, 38.6751099999556)
"9099","6107973",65,c(-121.447540000339, 37.7569400003125)
"9100","6107981",398,c(-121.503709999584, 38.615619999751)
"9101","6107999",353,c(-116.957670000217, 33.0325700004376)
"9102","6108005",372,c(-117.505840000139, 34.1127700003039)
"9103","6108013",302,c(-118.190460000251, 33.7761100003957)
"9104","6108039",160,c(-117.234260000082, 33.8890799996817)
"9105","6108047",160,c(-117.21462000043, 33.8912599999871)
"9106","6108054",362,c(-117.459860000535, 34.1130099998987)
"9107","6108062",252,c(-117.495640000182, 34.035800000233)
"9108","6108070",252,c(-117.493300000332, 34.0448500002968)
"9109","6108088",103,c(-119.684270000554, 36.7426400002022)
"9110","6108096",91,c(-119.775590000436, 36.8771000001993)
"9111","6108104",213,c(-117.505919999973, 33.9218499998775)
"9112","6108112",167,c(-117.385530000416, 34.4621099997695)
"9113","6108120",129,c(-117.241090000283, 34.4216200004107)
"9114","6108138",329,c(-121.762079999568, 36.8699199999286)
"9115","6108146",461,c(-121.772570000338, 36.9218299999656)
"9116","6108153",267,c(-117.173300000083, 33.579109999911)
"9117","6108161",598,c(-121.942340000039, 37.7866599997899)
"9118","6108179",311,c(-117.172899999571, 34.1127300003213)
"9119","6108187",9,c(-119.046600000444, 35.3001800001175)
"9120","6108195",353,c(-117.745190000113, 34.0047900001428)
"9121","6108203",904,c(-122.012429999891, 36.98103000038)
"9122","6108211",232,c(-117.307020000009, 33.1998799997979)
"9123","6108229",266,c(-117.187649999961, 33.6814100000215)
"9124","6108237",116,c(-121.238290000345, 37.7868200004368)
"9125","6108245",265,c(-118.209720000095, 34.6206680001017)
"9126","6108260",262,c(-117.644340000101, 34.4502800001653)
"9127","6108278",356,c(-117.395629999673, 33.6831500003132)
"9128","6108286",121,c(-119.08934000019, 36.4183600003532)
"9129","6108294",87,c(-118.073659999488, 34.7014499995501)
"9130","6108302",130,c(-121.025260000407, 37.6933500000724)
"9131","6108328",78,c(-119.554649999647, 36.5246800003712)
"9132","6108336",420,c(-117.860999999703, 34.0394599997579)
"9133","6108344",446,c(-117.849339999562, 33.9914699997699)
"9134","6108351",306,c(-121.299600000274, 38.8883099995704)
"9135","6108369",1531,c(-123.358850000368, 39.399259999743)
"9136","6108377",399,c(-120.655590000407, 35.6003000001461)
"9137","6108385",52,c(-119.320300000491, 36.219980000225)
"9138","6108393",156,c(-118.193809999675, 34.6701900000972)
"9139","6108401",97,c(-118.104269999954, 34.6830600003769)
"9140","6108419",97,c(-118.11294999988, 34.6720700003456)
"9141","6108427",352,c(-117.141750000213, 33.5106599997158)
"9142","6108435",130,c(-120.94975000046, 37.6143199999273)
"9143","6108443",74,c(-116.496580000049, 33.9463300004352)
"9144","6108450",66,c(-116.453409999962, 33.8240600001385)
"9145","6108468",9,c(-119.026779999935, 35.3073699998017)
"9146","6108484",261,c(-117.859849999719, 33.7492500001507)
"9147","6108492",188,c(-116.983579999605, 32.6557799995818)
"9148","6108500",874,c(-122.755719999544, 38.4496599999062)
"9149","6108518",323,c(-120.865930000309, 38.1343699999406)
"9150","6108526",108,c(-118.144170000136, 34.6879000001158)
"9151","6108534",260,c(-117.240399999955, 33.0721700002849)
"9152","6108542",209,c(-117.900120000152, 34.4982300002379)
"9153","6108559",170,c(-117.090619999873, 32.6876800000395)
"9154","6108567",322,c(-117.175130000335, 33.2973099996736)
"9155","6108575",26,c(-119.088859999523, 35.4149399999342)
"9156","6108609",139,c(-118.037729999821, 34.5542700003225)
"9157","6108625",118,c(-118.052260000288, 34.5663600003819)
"9158","6108633",135,c(-118.157250000509, 34.5971000002298)
"9159","6108641",348,c(-118.201269999627, 33.9455299996173)
"9160","6108666",295,c(-117.66661000038, 33.9261899996907)
"9161","6108674",160,c(-117.232649999604, 33.9069199999016)
"9162","6108690",160,c(-117.244490000349, 33.9329700002207)
"9163","6108708",232,c(-117.287579999967, 33.2237899998081)
"9164","6108716",194,c(-117.275300000223, 33.9475499997143)
"9165","6108724",160,c(-117.21655999974, 33.9144100001115)
"9166","6108732",194,c(-117.267930000255, 33.9778599995676)
"9167","6108740",300,c(-117.685640000446, 33.5160500002777)
"9168","6108765",177,c(-121.712439999771, 37.9885299995604)
"9169","6108773",843,c(-122.901919999927, 39.1634100003566)
"9170","6108781",16,c(-119.161040000287, 35.3716099998784)
"9171","6108799",256,c(-117.827660000246, 33.6797199996665)
"9172","6108807",174,c(-121.352820000284, 38.0295000004028)
"9173","6108815",47,c(-119.639250000414, 36.3527399998979)
"9174","6108823",20,c(-115.577259999989, 32.8045800002381)
"9175","6108831",252,c(-117.457660000395, 34.0441500000492)
"9176","6108849",336,c(-117.198349999701, 33.5723400003815)
"9177","6108856",266,c(-121.282040000114, 38.1045899998913)
"9178","6108864",324,c(-117.358369999739, 34.084359999647)
